shipment_id,vendor_name,sender,caller,message,fraud_label
SHP-18479,Cascade Carrier Group,+15554803055,+15553021533,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18479 with Cascade Carrier Group. Let us know if you need changes.",ham
SHP-18480,Cascade Carrier Group,+15556103120,+15557084611,Checking trailer temperature for SHP-SHP-18480. Climate control working properly.,ham
SHP-18481,Delta Freight Systems,+15551847639,+15551534958,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18481 with Delta Freight Systems. Let us know if you need changes.",ham
SHP-18482,Sentinel Delivery Systems,+15556231345,+15551800825,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18483,Apex Logistics Corp,+15558569265,+15551537079,Truck inspection completed for SHP-SHP-18483. Trailer seal ID: 33631. Driver heading to route.,ham
SHP-18484,Delta Freight Systems,+15555087752,+15559236291,Truck inspection completed for SHP-SHP-18484. Trailer seal ID: 44028. Driver heading to route.,ham
SHP-18485,Delta Freight Systems,+15553501542,+15556223105,Load SHP-SHP-18485 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18486,Global Cargo Solutions,+15559599599,+15559092444,Invoice submitted for carrier fees for SHP-SHP-18486. Please check credit limit terms.,ham
SHP-18487,Vanguard Transport,+15553980562,+15552653329,"Broker Alert: Trailer locks on shipment SHP-SHP-18487 are malfunctioning. Driver is instructed to bypass the secondary checkpoint and meet logistics agent at 720 Industrial Way, Phoenix, AZ.",spam
SHP-18488,Apex Logistics Corp,+15559316962,+15555489019,Invoice submitted for carrier fees for SHP-SHP-18488. Please check credit limit terms.,ham
SHP-18489,Sentinel Delivery Systems,+15552457852,+15559055474,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18489 with Sentinel Delivery Systems. Let us know if you need changes.",ham
SHP-18490,Cascade Carrier Group,+15558077140,+15554958480,Invoice submitted for carrier fees for SHP-SHP-18490. Please check credit limit terms.,ham
SHP-18491,Global Cargo Solutions,+15555604366,+15557534464,Truck inspection completed for SHP-SHP-18491. Trailer seal ID: 27912. Driver heading to route.,ham
SHP-18492,Global Cargo Solutions,+15552544587,+15557650401,Freight schedule check for shipment SHP-SHP-18492. All parameters within compliance. Thank you.,ham
SHP-18493,Vanguard Transport,+15558272759,+15559513459,Urgent operational notice. Driver switch completed for SHP-SHP-18493. Driver ID: CAR-152. Release trailer to carrier license plate 7BZ78 immediately.,spam
SHP-18494,Vanguard Transport,carrier-check@gmail-logistics.com,Unknown,"Congratulations customer, you earned 10,000 bonus rewards points. Redeem for cash or travel vouchers at http://loyalty-redeem-exclusive-loyalty.com",spam
SHP-18495,Cascade Carrier Group,+15552619494,+15558769657,Invoice submitted for carrier fees for SHP-SHP-18495. Please check credit limit terms.,ham
SHP-18496,Global Cargo Solutions,carrier-check@gmail-logistics.com,Unknown,Courier delivery alert. Package weight discrepancy reported. Pay inspection clearance tax of $10.00 to complete dispatch delivery: http://courier-tax.org,spam
SHP-18497,Global Cargo Solutions,+15559211740,+15551189715,Invoice submitted for carrier fees for SHP-SHP-18497. Please check credit limit terms.,ham
SHP-18498,Apex Logistics Corp,+15553698215,+15555641385,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-18499,Summit Logistics Inc,+15555869098,+15554287561,Invoice submitted for carrier fees for SHP-SHP-18499. Please check credit limit terms.,ham
SHP-18500,Apex Logistics Corp,+15559337918,+15559400547,"Hi, driver John here. Load SHP-SHP-18500 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18501,Apex Logistics Corp,+15556712412,+15556159274,Truck inspection completed for SHP-SHP-18501. Trailer seal ID: 75526. Driver heading to route.,ham
SHP-18502,Global Cargo Solutions,+15556100742,+15559576556,Checking trailer temperature for SHP-SHP-18502. Climate control working properly.,ham
SHP-18503,Horizon Shipping Lines,+15553993326,+15551129333,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18504,Delta Freight Systems,+15557343262,+15557755509,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18504. Status: In Transit.",ham
SHP-18505,Sentinel Delivery Systems,+15557158062,+15557243759,Load SHP-SHP-18505 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18506,Horizon Shipping Lines,+15559122042,+15557484755,Truck inspection completed for SHP-SHP-18506. Trailer seal ID: 62949. Driver heading to route.,ham
SHP-18507,Cascade Carrier Group,+15555373164,+15558022105,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18508,Summit Logistics Inc,+15554732925,+15553163689,Checking trailer temperature for SHP-SHP-18508. Climate control working properly.,ham
SHP-18509,Titan Heavy Hauling,+15553317330,+15553745212,"Financial Alert: Updated bank routing and account numbers for Titan Heavy Hauling billing department. Wire cargo fees to Routing: 44720006, Account: 181631298. Confirm deposit.",spam
SHP-18510,Vanguard Transport,+15551050724,+15555718515,Load SHP-SHP-18510 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18511,Cascade Carrier Group,+15552644918,+15555806172,Invoice submitted for carrier fees for SHP-SHP-18511. Please check credit limit terms.,ham
SHP-18512,Titan Heavy Hauling,+15553974862,+15553440893,Freight schedule check for shipment SHP-SHP-18512. All parameters within compliance. Thank you.,ham
SHP-18513,Summit Logistics Inc,+15554379514,+15553553842,Freight schedule check for shipment SHP-SHP-18513. All parameters within compliance. Thank you.,ham
SHP-18514,Sentinel Delivery Systems,carrier-check@gmail-logistics.com,Unknown,"URGENT: Dispatcher system is undergoing emergency maintenance. Please reroute shipment SHP-SHP-18514 to alternative dock: 247 Industrial Way, Phoenix, AZ immediately. Do not call dispatch office.",spam
SHP-18515,Vanguard Transport,+15555014599,+15557528706,Invoice submitted for carrier fees for SHP-SHP-18515. Please check credit limit terms.,ham
SHP-18516,Horizon Shipping Lines,+15555123354,+15559480425,Load SHP-SHP-18516 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18517,Delta Freight Systems,+15558207017,+15559596116,Checking trailer temperature for SHP-SHP-18517. Climate control working properly.,ham
SHP-18518,Delta Freight Systems,+15559880529,+15553510742,Freight schedule check for shipment SHP-SHP-18518. All parameters within compliance. Thank you.,ham
SHP-18519,Cascade Carrier Group,+15558275996,+15552719601,Invoice submitted for carrier fees for SHP-SHP-18519. Please check credit limit terms.,ham
SHP-18520,Vanguard Transport,+15556580456,+15551623190,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18520. Status: In Transit.",ham
SHP-18521,Horizon Shipping Lines,+15559051761,+15559229028,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18522,Delta Freight Systems,+15552912706,+15559770616,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18523,Apex Logistics Corp,+15557775901,+15551511379,Checking trailer temperature for SHP-SHP-18523. Climate control working properly.,ham
SHP-18524,Delta Freight Systems,+15556886602,+15551964918,Truck inspection completed for SHP-SHP-18524. Trailer seal ID: 43135. Driver heading to route.,ham
SHP-18525,Sentinel Delivery Systems,+15557850567,+15558279973,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18525. Status: In Transit.",ham
SHP-18526,Titan Heavy Hauling,+15557780665,+15558388129,"Hi, driver John here. Load SHP-SHP-18526 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18527,Horizon Shipping Lines,+15557934202,+15558434696,Invoice submitted for carrier fees for SHP-SHP-18527. Please check credit limit terms.,ham
SHP-18528,Delta Freight Systems,+15559938471,+15552134314,Invoice submitted for carrier fees for SHP-SHP-18528. Please check credit limit terms.,ham
SHP-18529,Apex Logistics Corp,+15555442097,+15558217628,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18530,Sentinel Delivery Systems,+15554819730,+15554644147,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18531,Apex Logistics Corp,+15551719796,+15558121361,Invoice submitted for carrier fees for SHP-SHP-18531. Please check credit limit terms.,ham
SHP-18532,Titan Heavy Hauling,+15552968784,+15551928321,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18532. Status: In Transit.",ham
SHP-18533,Delta Freight Systems,+15558922779,+15559356693,Truck inspection completed for SHP-SHP-18533. Trailer seal ID: 92889. Driver heading to route.,ham
SHP-18534,Delta Freight Systems,+15555592657,+15552862783,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18534 with Delta Freight Systems. Let us know if you need changes.",ham
SHP-18535,Sentinel Delivery Systems,+15554547958,+15553369464,Freight schedule check for shipment SHP-SHP-18535. All parameters within compliance. Thank you.,ham
SHP-18536,Summit Logistics Inc,+15554061631,+15555436041,"Hi, you have a pending bill of lading validation form for shipment SHP-SHP-18536. Click to sign electronically: http://summitlogisticsinc-esign-portal.com",spam
SHP-18537,Horizon Shipping Lines,+15556842499,+15558982593,Load SHP-SHP-18537 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18538,Titan Heavy Hauling,+15551579156,+15551188664,Checking trailer temperature for SHP-SHP-18538. Climate control working properly.,ham
SHP-18539,Horizon Shipping Lines,+15556954386,+15559802514,"CONGRATULATIONS! You have been selected as the lottery grand prize winner. Claim your cash award of $50,000 here: http://lottery-draw-free-draw.com",spam
SHP-18540,Apex Logistics Corp,+15553701912,+15555492020,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-18541,Cascade Carrier Group,+15555484270,+15551481563,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18542,Summit Logistics Inc,+15556783787,+15559183489,Invoice submitted for carrier fees for SHP-SHP-18542. Please check credit limit terms.,ham
SHP-18543,Cascade Carrier Group,+15554940134,+15557403916,Truck inspection completed for SHP-SHP-18543. Trailer seal ID: 62151. Driver heading to route.,ham
SHP-18544,Summit Logistics Inc,+15552031775,+15559175906,Freight schedule check for shipment SHP-SHP-18544. All parameters within compliance. Thank you.,ham
SHP-18545,Horizon Shipping Lines,+15558459647,+15558659211,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18546,Titan Heavy Hauling,+15557356257,+15552418908,Attention carrier: Unusual login attempt detected on your broker account. Confirm identity at http://titanheavyhauling-security-check.com,spam
SHP-18547,Cascade Carrier Group,+15551175788,+15553478995,Load SHP-SHP-18547 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18548,Horizon Shipping Lines,+15558891502,+15558329918,"Financial Alert: Updated bank routing and account numbers for Horizon Shipping Lines billing department. Wire cargo fees to Routing: 73921720, Account: 550407129. Confirm deposit.",spam
SHP-18549,Delta Freight Systems,+15552816485,+15555230272,"Hi, driver John here. Load SHP-SHP-18549 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18550,Cascade Carrier Group,+15551163906,+15552963202,Checking trailer temperature for SHP-SHP-18550. Climate control working properly.,ham
SHP-18551,Vanguard Transport,+15551628832,+15559354366,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18551 with Vanguard Transport. Let us know if you need changes.",ham
SHP-18552,Cascade Carrier Group,+15557753551,+15552356903,"Hi, driver John here. Load SHP-SHP-18552 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-18553,Cascade Carrier Group,+15554674943,+15553630266,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18554,Titan Heavy Hauling,+15556971379,+15558317039,Truck inspection completed for SHP-SHP-18554. Trailer seal ID: 61788. Driver heading to route.,ham
SHP-18555,Cascade Carrier Group,billing-ops@outlook-cargo.net,Unknown,System Alert: Security compromise detected on your Cascade Carrier Group logistics portal. Login immediately to confirm dispatch details: http://cascadecarriergroup-dispatch.net/verify,spam
SHP-18556,Sentinel Delivery Systems,+15552407964,+15554179881,Truck inspection completed for SHP-SHP-18556. Trailer seal ID: 56652. Driver heading to route.,ham
SHP-18557,Cascade Carrier Group,+15554339924,+15554499886,Invoice submitted for carrier fees for SHP-SHP-18557. Please check credit limit terms.,ham
SHP-18558,Apex Logistics Corp,+15558280502,+15556488627,"Good morning, here is the updated bill of lading for shipment SHP-SHP-18558 with Apex Logistics Corp. Let us know if you need changes.",ham
SHP-18559,Apex Logistics Corp,+15557196373,+15552093296,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-18560,Apex Logistics Corp,+15552878592,+15552068749,Load SHP-SHP-18560 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-18561,Titan Heavy Hauling,+15551688471,+15559430388,Invoice submitted for carrier fees for SHP-SHP-18561. Please check credit limit terms.,ham
SHP-18562,Global Cargo Solutions,carrier-check@gmail-logistics.com,Unknown,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-18563,Vanguard Transport,+15559898085,+15553437149,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-18564,Global Cargo Solutions,+15558395486,+15559714816,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-18564. Status: In Transit.",ham
SHP-18565,Vanguard Transport,carrier-check@gmail-logistics.com,Unknown,Express Delivery Notice: Parcel SHP-SHP-18565 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-vanguardtransport.com,spam
